sid_excel,settlement_name,source_field,raw_value
1680904:32,Majevac,mid,1680904
1680904:33,Močioci,mid,1680904
1680904:34,Natpolje,mid,1680904
1680904:35,Odžak,mid,1680904
1680904:36,Olići,mid,1680904
1680904:37,Podobzir,mid,1680904
1680904:38,Podosoje,mid,1680904
1680904:39,Popuže,mid,1680904
1680904:40,Pribelja,mid,1680904
1680904:41,Pribeljci,mid,1680904
1680904:42,Sarići,mid,1680904
1680904:43,Sokolac,mid,1680904
1680904:44,Stupna,mid,1680904
1680904:45,Šipovo,mid,1680904
1680904:46,Todorići,mid,1680904
1680904:47,Vagan,mid,1680904
1680904:48,Vodica,mid,1680904
1680904:49,Volari,mid,1680904
1680904:50,Vražić,mid,1680904
1684504:4,Naseljeno mjesto,mid,1684504
1684504:5,Ada,mid,1684504
1684504:6,Bosanski Šamac,mid,1684504
1684504:7,Brusnica Mala,mid,1684504
1684504:8,Donja Dubica,mid,1684504
1684504:9,Donji Svilaj,mid,1684504
1684504:10,Gornja Dubica,mid,1684504
1684504:11,Gornji Svilaj,mid,1684504
1684504:12,Novi Grad,mid,1684504
1684504:13,Novo Selo,mid,1684504
1684504:14,Odžak,mid,1684504
1684504:15,Posavska Mahala,mid,1684504
1684504:16,Potočani,mid,1684504
1684504:17,Prud,mid,1684504
1684504:18,Vrbovac,mid,1684504
1695193:4,Naseljeno mjesto,mid,1695193
1695193:5,Alagići,mid,1695193
1695193:6,Bastašići,mid,1695193
1695193:7,Bašići,mid,1695193
1695193:8,Bičer,mid,1695193
1695193:9,Bijele Vode,mid,1695193
1695193:10,Bijelo Polje,mid,1695193
1695193:11,Bilješevo,mid,1695193
1695193:12,Bistrik-Crkvenjak,mid,1695193
1695193:13,Bištrani,mid,1695193
1695193:14,Bjelavići,mid,1695193
1695193:15,Bosna,mid,1695193
1695193:16,Brežani,mid,1695193
1695193:17,Brnj,mid,1695193
1695193:18,Brnjic,mid,1695193
1695193:19,Bukovlje,mid,1695193
1695193:20,Crnač,mid,1695193
1695193:21,Čatići,mid,1695193
1695193:22,Danci,mid,1695193
1695193:23,Desetnik,mid,1695193
1695193:24,Doboj,mid,1695193
1695193:25,Donja Papratnica,mid,1695193
1695193:26,Donji Banjevac,mid,1695193
1695193:27,Donji Kakanj,mid,1695193
1695193:28,Donji Lučani,mid,1695193
1695193:29,Dračići,mid,1695193
1695193:30,Drijen,mid,1695193
1695193:31,Dubovo Brdo,mid,1695193
1695193:32,Dumanac,mid,1695193
1695193:33,Gora,mid,1695193
1695193:34,Gornja Papratnica,mid,1695193
1695193:35,Gornji Banjevac,mid,1695193
1695193:36,Gornji Lučani,mid,1695193
1695193:37,Govedovići,mid,1695193
1695193:38,Gradac,mid,1695193
1695193:39,Groce,mid,1695193
1695193:40,Halinovići,mid,1695193
1695193:41,Haljinići,mid,1695193
1695193:42,Hausovići,mid,1695193
1695193:43,Hodžići,mid,1695193
1695193:44,Hrasno,mid,1695193
1695193:45,Hrastovac,mid,1695193
1695193:46,Ivnica,mid,1695193
1695193:47,Javor,mid,1695193
1695193:48,Jehovina,mid,1695193
1695193:49,Jerevice,mid,1695193
1695193:50,Jezero,mid,1695193
1695193:51,Kakanj,mid,1695193
1695193:52,Karaula,mid,1695193
1695193:53,Karaulsko Polje,mid,1695193
1695193:54,Klanac,mid,1695193
1695193:55,Kondžilo,mid,1695193
1695193:56,Koprivnica,mid,1695193
1695193:57,Kraljevska Sutjeska,mid,1695193
1695193:58,Krševac,mid,1695193
1695193:59,Kučići,mid,1695193
1695193:60,Kujavče,mid,1695193
1695193:61,Lipnica,mid,1695193
1695193:62,Lučići,mid,1695193
1695193:63,Lukovo Brdo,mid,1695193
1695193:64,Marijina Voda,mid,1695193
1695193:65,Miljačići,mid,1695193
1695193:66,Mioči,mid,1695193
1695193:67,Modrinje,mid,1695193
1695193:68,Mramor,mid,1695193
1695193:69,Nažbilj,mid,1695193
1695193:70,Obre,mid,1695193
1695193:71,Papratno,mid,1695193
1695193:72,Pavlovići,mid,1695193
1695193:73,Pedići,mid,1695193
1695193:74,Podbjelavići,mid,1695193
1695193:75,Podborje,mid,1695193
1695193:76,Poljani,mid,1695193
1695193:77,Poljice,mid,1695193
1695193:78,Pope,mid,1695193
1695193:79,Popržena Gora,mid,1695193
1695193:80,Ratanj,mid,1695193
1695193:81,Ribnica,mid,1695193
1695193:82,Ričica,mid,1695193
1695193:83,Rojin Potok,mid,1695193
1695193:84,Saranovići,mid,1695193
1695193:85,Sebinje,mid,1695193
1695193:86,Semetiš,mid,1695193
1695193:87,Seoce,mid,1695193
1695193:88,Slagoščići,mid,1695193
1695193:89,Slapnica,mid,1695193
1695193:90,Slivanj,mid,1695193
1695193:91,Slivnice,mid,1695193
1695193:92,Sopotnica,mid,1695193
1695193:93,Starposle,mid,1695193
1695193:94,Subotinje,mid,1695193
1695193:95,Termoelektrana,mid,1695193
1695193:96,Teševo,mid,1695193
1695193:97,Tičići,mid,1695193
1695193:98,Tršće,mid,1695193
1695193:99,Turalići,mid,1695193
1695193:100,Turbići,mid,1695193
1695193:101,Varalići,mid,1695193
1695193:102,Veliki Trnovci,mid,1695193
1695193:103,Viduša,mid,1695193
1695193:104,Vrtlište,mid,1695193
1695193:105,Vukanovići,mid,1695193
1695193:106,Zagrađe,mid,1695193
1695193:107,Zgošća,mid,1695193
1695193:108,Zlokuće,mid,1695193
1695193:109,Željeznička Stanica Kakanj,mid,1695193
1695193:110,Živalji,mid,1695193
1697675:4,Naseljeno mjesto,mid,1697675
1697675:5,Brezik,mid,1697675
1697675:6,Bulatovci,mid,1697675
1697675:7,Dubnica,mid,1697675
1697675:8,Gojčin,mid,1697675
1697675:9,Hrasno Donje,mid,1697675
1697675:10,Hrasno Gornje,mid,1697675
1697675:11,Jeginov Lug,mid,1697675
1697675:12,Jelovo Brdo,mid,1697675
1697675:13,Kalesija Grad,mid,1697675
1697675:14,Kalesija Selo,mid,1697675
1697675:15,Kikači,mid,1697675
1697675:16,Lipovice,mid,1697675
1697675:17,Memići,mid,1697675
1697675:18,Miljanovci,mid,1697675
1697675:19,Osmaci,mid,1697675
1697675:20,Petrovice,mid,1697675
1697675:21,Prnjavor,mid,1697675
1697675:22,Rainci Donji,mid,1697675
1697675:23,Rainci Gornji,mid,1697675
1697675:24,Sarači,mid,1697675
1697675:25,Seljublje,mid,1697675
1697675:26,Staro Selo,mid,1697675
1697675:27,Tojšići,mid,1697675
1697675:28,Vukovije Donje,mid,1697675
1697675:29,Vukovije Gornje,mid,1697675
1697675:30,Zelina,mid,1697675
1697675:31,Zolje,mid,1697675
1697675:32,Zukići,mid,1697675
1709112:4,Naseljeno mjesto,mid,1709112
1709112:5,Babići,mid,1709112
1709112:6,Doborovci,mid,1709112
1709112:7,Donja Lohinja,mid,1709112
1709112:8,Džakule,mid,1709112
1709112:9,Gornja Lohinja,mid,1709112
1709112:10,Gračanica,mid,1709112
1709112:11,Lendići,mid,1709112
1709112:12,Lukavica,mid,1709112
1709112:13,Malešići,mid,1709112
1709112:14,Miričina,mid,1709112
1709112:15,Orahovica Donja,mid,1709112
1709112:16,Orahovica Gornja,mid,1709112
1709112:17,Paležnica Donja,mid,1709112
1709112:18,Piskavica,mid,1709112
1709112:19,Pribava,mid,1709112
1709112:20,Prijeko Brdo,mid,1709112
1709112:21,Rašljeva,mid,1709112
1709112:22,Skipovac Donji,mid,1709112
1709112:23,Skipovac Gornji,mid,1709112
1709112:24,Soko,mid,1709112
1709112:25,Stjepan Polje,mid,1709112
1709112:26,Škahovica,mid,1709112
1709112:27,Vranovići,mid,1709112
1735348:4,Naseljeno mjesto,mid,1735348
1735348:5,Baćina,mid,1735348
1735348:6,Bijela,mid,1735348
1735348:7,Čehari,mid,1735348
1735348:8,Čivelj,mid,1735348
1735348:9,Djevor,mid,1735348
1735348:10,Dobrigošće,mid,1735348
1735348:11,Dobrinja,mid,1735348
1735348:12,Doljani,mid,1735348
1735348:13,Donja Jablanica,mid,1735348
1735348:14,Donje Paprasko,mid,1735348
1735348:15,Dragan Selo,mid,1735348
1735348:16,Glodnica,mid,1735348
1735348:17,Glogošnica,mid,1735348
1735348:18,Gornje Paprasko,mid,1735348
1735348:19,Jablanica,mid,1735348
1735348:20,Jelačići,mid,1735348
1735348:21,Kosne Luke,mid,1735348
1735348:22,Krstac,mid,1735348
1735348:23,Lendava,mid,1735348
1735348:24,Lug,mid,1735348
1735348:25,Mirke,mid,1735348
1735348:26,Mrakovo,mid,1735348
1735348:27,Ostrožac,mid,1735348
1735348:28,Poda,mid,1735348
1735348:29,Ravna,mid,1735348
1735348:30,Risovac,mid,1735348
1735348:31,Rodići,mid,1735348
1735348:32,Slatina,mid,1735348
1735348:33,Sovići,mid,1735348
1735348:34,Šabančići,mid,1735348
1735348:35,Šanica,mid,1735348
1735348:36,Zlate,mid,1735348
1735348:37,Žuglići,mid,1735348
1736474:4,Naseljeno mjesto,mid,1736474
1736474:5,Baljkovica,mid,1736474
1736474:6,Goduš,mid,1736474
1736474:7,Gornji Lokanj,mid,1736474
1736474:8,Kiseljak,mid,1736474
1736474:9,Kraljevići,mid,1736474
1736474:10,Međeđa,mid,1736474
1736474:11,Nezuk,mid,1736474
1736474:12,Podgora,mid,1736474
1736474:13,Rastošnica,mid,1736474
1736474:14,Rožanj,mid,1736474
1736474:15,Sapna,mid,1736474
1736474:16,Vitinica,mid,1736474
1736474:17,Zaseok,mid,1736474
1738233:4,Naseljeno mjesto,mid,1738233
1738233:5,Agarovići,mid,1738233
1738233:6,Babljak,mid,1738233
1738233:7,Beći,mid,1738233
1738233:8,Begzadići,mid,1738233
1738233:9,Beheći,mid,1738233
1738233:10,Berkovići,mid,1738233
1738233:11,Bjelogorci,mid,1738233
1738233:12,Blažujevići,mid,1738233
1738233:13,Borač,mid,1738233
1738233:14,Borika,mid,1738233
1738233:15,Borovac,mid,1738233
1738233:16,Borovsko,mid,1738233
1738233:17,Božine,mid,1738233
1738233:18,Brankovići,mid,1738233
1738233:19,Brčigovo,mid,1738233
1738233:20,Brda,mid,1738233
1738233:21,Brezje,mid,1738233
1738233:22,Burati,mid,1738233
1738233:23,Čadovina,mid,1738233
1738233:24,Čavčići,mid,1738233
1738233:25,Čubrići,mid,1738233
1738233:26,Dobrače,mid,1738233
1738233:27,Dobrašina,mid,1738233
1738233:28,Dobromerovići,mid,1738233
1738233:29,Dobrouščići,mid,1738233
1738233:30,Drobnići,mid,1738233
1738233:31,Dub,mid,1738233
1738233:32,Dumanjići,mid,1738233
1738233:33,Đedovići,mid,1738233
1738233:34,Ferizovići,mid,1738233
1738233:35,Gazije,mid,1738233
1738233:36,Godomilje,mid,1738233
1738233:37,Golubovići,mid,1738233
1738233:38,Grivci,mid,1738233
1738233:39,Gučevo,mid,1738233
1738233:40,Guždelji,mid,1738233
1738233:41,Jarovići,mid,1738233
1738233:42,Jasenice,mid,1738233
1738233:43,Kamen,mid,1738233
1738233:44,Karačići,mid,1738233
1738233:45,Kopljevići,mid,1738233
1738233:46,Kovanj,mid,1738233
1738233:47,Kozarde,mid,1738233
1738233:48,Kozići,mid,1738233
1738233:49,Kramer Selo,mid,1738233
1738233:50,Krvojevići,mid,1738233
1738233:51,Kujundžijevići,mid,1738233
1738233:52,Kukavice,mid,1738233
1738233:53,Kusuci,mid,1738233
1738233:54,Lađevine,mid,1738233
1738233:55,Laze,mid,1738233
1738233:56,Lepenica,mid,1738233
1738233:57,Lubardići,mid,1738233
1738233:58,Ljubomišlje,mid,1738233
1738233:59,Mahala,mid,1738233
1738233:60,Maravići,mid,1738233
1738233:61,Medna Luka,mid,1738233
1738233:62,Mesići,mid,1738233
1738233:63,Mislovo,mid,1738233
1738233:64,Mrgudići,mid,1738233
1738233:65,Nahota,mid,1738233
1738233:66,Obrtići,mid,1738233
1738233:67,Okruglo,mid,1738233
1738233:68,Orahovo,mid,1738233
1738233:69,Osovo,mid,1738233
1738233:70,Otričevo,mid,1738233
1738233:71,Pašić Kula,mid,1738233
1738233:72,Pavičina Kula,mid,1738233
1738233:73,Pešurići,mid,1738233
1738233:74,Pijevčići,mid,1738233
1738233:75,Planje,mid,1738233
1738233:76,Pljesko,mid,1738233
1738233:77,Plješevica,mid,1738233
1738233:78,Podgaj,mid,1738233
1738233:79,Pokrivenik,mid,1738233
1738233:80,Pribošijevići,mid,1738233
1738233:81,Pripečak,mid,1738233
1738233:82,Prosječeno,mid,1738233
1738233:83,Purtići,mid,1738233
1738233:84,Radič,mid,1738233
1738233:85,Rađevići,mid,1738233
1738233:86,Rakitnica,mid,1738233
1738233:87,Ribioc,mid,1738233
1738233:88,Rogatica,mid,1738233
1738233:89,Rusanovići,mid,1738233
1738233:90,Seljani,mid,1738233
1738233:91,Sjemeć,mid,1738233
1738233:92,Sjeversko,mid,1738233
1738233:93,Slap,mid,1738233
1738233:94,Sočice,mid,1738233
1738233:95,Stara Gora,mid,1738233
1738233:96,Starčići,mid,1738233
1738233:97,Stari Brod,mid,1738233
1738233:98,Stjenice,mid,1738233
1738233:99,Stop,mid,1738233
1738233:100,Strmac,mid,1738233
1738233:101,Sudići,mid,1738233
1738233:102,Surovići,mid,1738233
1738233:103,Šatorovići,mid,1738233
1738233:104,Šena Krena,mid,1738233
1738233:105,Šetići,mid,1738233
1738233:106,Šljedovići,mid,1738233
1738233:107,Šljivno,mid,1738233
1738233:108,Štavanj,mid,1738233
1738233:109,Trnovo,mid,1738233
1738233:110,Varošište,mid,1738233
1738233:111,Vragolovi,mid,1738233
1738233:112,Vratar,mid,1738233
1738233:113,Vražalice,mid,1738233
1738233:114,Vrelo,mid,1738233
1738233:115,Vrlazje,mid,1738233
1738233:116,Zagajevi,mid,1738233
1738233:117,Zagorice,mid,1738233
1738233:118,Zakomo,mid,1738233
1738233:119,Ziličina,mid,1738233
1738233:120,Žepa,mid,1738233
1738233:121,Živaljevići,mid,1738233
1738233:122,Živaljevina,mid,1738233
1738871:4,Naseljeno mjesto,mid,1738871
1738871:5,Abdulići,mid,1738871
1738871:6,Banjevići,mid,1738871
1738871:7,Biljača,mid,1738871
1738871:8,Bjelovac,mid,1738871
1738871:9,Blječeva,mid,1738871
1738871:10,Boljevići,mid,1738871
1738871:11,Brana Bačići,mid,1738871
1738871:12,Bratunac,mid,1738871
1738871:13,Dubravice,mid,1738871
1738871:14,Fakovići,mid,1738871
1738871:15,Glogova,mid,1738871
1738871:16,Hranča,mid,1738871
1738871:17,Hrnčići,mid,1738871
1738871:18,Jagodnja,mid,1738871
1738871:19,Jaketići,mid,1738871
1738871:20,Jelah,mid,1738871
1738871:21,Ježeštica,mid,1738871
1738871:22,Joševa,mid,1738871
1738871:23,Konjevići,mid,1738871
1738871:24,Krasanovići,mid,1738871
1738871:25,Kravica,mid,1738871
1738871:26,Lipenovići,mid,1738871
1738871:27,Loznica,mid,1738871
1738871:28,Magašići,mid,1738871
1738871:29,Mihaljevići,mid,1738871
1738871:30,Mlečva,mid,1738871
1738871:31,Mratinci,mid,1738871
1738871:32,Oćenovići,mid,1738871
1738871:33,Opravdići,mid,1738871
1738871:34,Pirići,mid,1738871
1738871:35,Pobrđe,mid,1738871
1738871:36,Pobuđe,mid,1738871
1738871:37,Podčauš,mid,1738871
1738871:38,Polom,mid,1738871
1738871:39,Rakovac,mid,1738871
1738871:40,Repovac,mid,1738871
1738871:41,Sikirić,mid,1738871
1738871:42,Slapašnica,mid,1738871
1738871:43,Stanatovići,mid,1738871
1738871:44,Suha,mid,1738871
1738871:45,Šiljkovići,mid,1738871
1738871:46,Tegare,mid,1738871
1738871:47,Urkovići,mid,1738871
1738871:48,Vitkovići,mid,1738871
1738871:49,Voljavica,mid,1738871
1738871:50,Vraneševići,mid,1738871
1738871:51,Zagoni,mid,1738871
1738871:52,Zalužje,mid,1738871
1738871:53,Zapolje,mid,1738871
1738871:54,Žlijebac,mid,1738871
1740750:4,Naseljeno mjesto,mid,1740750
1740750:5,Bare,mid,1740750
1740750:6,Batin,mid,1740750
1740750:7,Broćanac,mid,1740750
1740750:8,Čitluk,mid,1740750
1740750:9,Gradac,mid,1740750
1740750:10,Konjsko,mid,1740750
1740750:11,Masna Luka,mid,1740750
1740750:12,Osoje,mid,1740750
1740750:13,Podbila,mid,1740750
1740750:14,Poklečani,mid,1740750
1740750:15,Posušje,mid,1740750
1740750:16,Rastovača,mid,1740750
1740750:17,Sutina,mid,1740750
1740750:18,Tribistovo,mid,1740750
1740750:19,Vinjani,mid,1740750
1740750:20,Vir,mid,1740750
1740750:21,Vrpolje,mid,1740750
1740750:22,Vučipolje,mid,1740750
1740750:23,Zagorje,mid,1740750
1740750:24,Zavelim,mid,1740750
1747368:4,Naseljeno mjesto,mid,1747368
1747368:5,Blaževići,mid,1747368
1747368:6,Borajna,mid,1747368
1747368:7,Donji Mamići,mid,1747368
1747368:8,Dragičina,mid,1747368
1747368:9,Drinovačko Brdo,mid,1747368
1747368:10,Drinovci,mid,1747368
1747368:11,Gorica,mid,1747368
1747368:12,Grude,mid,1747368
1747368:13,Jabuka,mid,1747368
1747368:14,Puteševica,mid,1747368
1747368:15,Ružići,mid,1747368
1747368:16,Sovići,mid,1747368
1747368:17,Tihaljina,mid,1747368
1747899:4,Naseljeno mjesto,mid,1747899
1747899:5,Gornje Mladice,mid,1747899
1747899:6,Kasindo,mid,1747899
1747899:7,Krupac,mid,1747899
1747899:8,Sarajevo Dio - Ilidža,mid,1747899
1747899:9,Sarajevo Dio - Novi Grad Sarajevo,mid,1747899
1753458:4,Naseljeno mjesto,mid,1753458
1753458:5,Bilalići,mid,1753458
1753458:6,Brijest,mid,1753458
1753458:7,Gornja Krčina,mid,1753458
1753458:8,Jasenje,mid,1753458
1753458:9,Jasikovac,mid,1753458
1753458:10,Priboj,mid,1753458
1753458:11,Sniježnica,mid,1753458
1753458:12,Stari Teočak,mid,1753458
1753458:13,Teočak-Krstac,mid,1753458
1753458:14,Tursunovo Brdo,mid,1753458
1761751:4,Naseljeno mjesto,mid,1761751
1761751:5,Barice,mid,1761751
1761751:6,Donje Biosko,mid,1761751
1761751:7,Faletići,mid,1761751
1761751:8,Gornje Biosko,mid,1761751
1761751:9,Hreša,mid,1761751
1761751:10,Močioci,mid,1761751
1761751:11,Sarajevo Dio - Stari Grad Sarajevo,mid,1761751
1761751:12,Vučja Luka,mid,1761751
1762269:4,Naseljeno mjesto,mid,1762269
1762269:5,Potoci,mid,1762269
1762269:6,Srnetica,mid,1762269
1762269:7,Uvala,mid,1762269
1762558:4,Naseljeno mjesto,mid,1762558
1762558:5,Bijakovići,mid,1762558
1762558:6,Biletići,mid,1762558
1762558:7,Blatnica,mid,1762558
1762558:8,Blizanci,mid,1762558
1762558:9,Čalići,mid,1762558
1762558:10,Čerin,mid,1762558
1762558:11,Čitluk,mid,1762558
1762558:12,Dobro Selo,mid,1762558
1762558:13,Dragičina,mid,1762558
1762558:14,Gradnići,mid,1762558
1762558:15,Hamzići,mid,1762558
1762558:16,Krehin Gradac,mid,1762558
1762558:17,Krućevići,mid,1762558
1762558:18,Mali Ograđenik,mid,1762558
1762558:19,Međugorje,mid,1762558
1762558:20,Paoča,mid,1762558
1762558:21,Potpolje,mid,1762558
1762558:22,Služanj,mid,1762558
1762558:23,Tepčići,mid,1762558
1762558:24,Veliki Ograđenik,mid,1762558
1762558:25,Vionica,mid,1762558
1764163:4,Naseljeno mjesto,mid,1764163
1764163:5,Babine Gornje,mid,1764163
1764163:6,Berkovina,mid,1764163
1764163:7,Brložnik,mid,1764163
1764163:8,Džimrije,mid,1764163
1764163:9,Gođenje,mid,1764163
1764163:10,Han Pijesak,mid,1764163
1764163:11,Japaga,mid,1764163
1764163:12,Jelovci,mid,1764163
1764163:13,Kraljevo Polje,mid,1764163
1764163:14,Kram,mid,1764163
1764163:15,Krivače,mid,1764163
1764163:16,Kusače,mid,1764163
1764163:17,Malo Polje,mid,1764163
1764163:18,Mrkalji,mid,1764163
1764163:19,Nerići,mid,1764163
1764163:20,Nevačka,mid,1764163
1764163:21,Pjenovac,mid,1764163
1764163:22,Plane,mid,1764163
1764163:23,Podžeplje,mid,1764163
1764163:24,Potkozlovača,mid,1764163
1764163:25,Ravanjsko,mid,1764163
1764163:26,Rečica,mid,1764163
1764163:27,Rijeke,mid,1764163
1764163:28,Rubinići,mid,1764163
1764163:29,Stoborani,mid,1764163
1764163:30,Žeravice,mid,1764163
1766651:4,Naseljeno mjesto,mid,1766651
1766651:5,Bare,mid,1766651
1766651:6,Beganovi,mid,1766651
1766651:7,Binježevo,mid,1766651
1766651:8,Budmolići,mid,1766651
1766651:9,Buturovići kod Drozgometve,mid,1766651
1766651:10,Buturovići kod Osenika,mid,1766651
1766651:11,Crepljani,mid,1766651
1766651:12,Češće,mid,1766651
1766651:13,Čičke,mid,1766651
1766651:14,Deovići,mid,1766651
1766651:15,Do,mid,1766651
1766651:16,Doljani,mid,1766651
1766651:17,Donja Bioča,mid,1766651
1766651:18,Donja Raštelica,mid,1766651
1766651:19,Donji Hadžići,mid,1766651
1766651:20,Donji Zovik,mid,1766651
1766651:21,Dragovići,mid,1766651
1766651:22,Drozgometva,mid,1766651
1766651:23,Dub,mid,1766651
1766651:24,Dupovci,mid,1766651
1766651:25,Duranovići,mid,1766651
1766651:26,Ferhatlije,mid,1766651
1766651:27,Garovci,mid,1766651
1766651:28,Gornja Bioča,mid,1766651
1766651:29,Gornja Raštelica,mid,1766651
1766651:30,Gornji Zovik,mid,1766651
1766651:31,Gradac,mid,1766651
1766651:32,Grivići,mid,1766651
1766651:33,Grude,mid,1766651
1766651:34,Hadžići,mid,1766651
1766651:35,Japalaci,mid,1766651
1766651:36,Jeleč,mid,1766651
1766651:37,Karaosmanovići,mid,1766651
1766651:38,Kasatići,mid,1766651
1766651:39,Kazina Bara,mid,1766651
1766651:40,Korča,mid,1766651
1766651:41,Košćan,mid,1766651
1766651:42,Kućice,mid,1766651
1766651:43,Lihovci,mid,1766651
1766651:44,Lokve,mid,1766651
1766651:45,Luke,mid,1766651
1766651:46,Ljubovčići,mid,1766651
1766651:47,Medvjedice,mid,1766651
1766651:48,Miševići,mid,1766651
1766651:49,Mokrine,mid,1766651
1766651:50,Odžak,mid,1766651
1766651:51,Orahovica,mid,1766651
1766651:52,Osenik,mid,1766651
1766651:53,Pazarić,mid,1766651
1766651:54,Ramići,mid,1766651
1766651:55,Resnik,mid,1766651
1766651:56,Sejdanovići,mid,1766651
1766651:57,Smucka,mid,1766651
1766651:58,Tarčin,mid,1766651
1766651:59,Trnčići,mid,1766651
1766651:60,Trzanj,mid,1766651
1766651:61,Urduk,mid,1766651
1766651:62,Ušivak,mid,1766651
1766651:63,Vrančići,mid,1766651
1766651:64,Vrbanja,mid,1766651
1766651:65,Vukovići,mid,1766651
1766651:66,Žunovica,mid,1766651
1768475:4,Naseljeno mjesto,mid,1768475
1768475:5,Amajlije,mid,1768475
1768475:6,Balatun,mid,1768475
1768475:7,Banjica,mid,1768475
1768475:8,Batar,mid,1768475
1768475:9,Batković,mid,1768475
1768475:10,Bijeljina,mid,1768475
1768475:11,Bjeloševac,mid,1768475
1768475:12,Brijesnica,mid,1768475
1768475:13,Brodac Donji,mid,1768475
1768475:14,Brodac Gornji,mid,1768475
1768475:15,Bukovica Donja,mid,1768475
1768475:16,Bukovica Gornja,mid,1768475
1768475:17,Crnjelovo Donje,mid,1768475
1768475:18,Crnjelovo Gornje,mid,1768475
1768475:19,Čađavica Donja,mid,1768475
1768475:20,Čađavica Gornja,mid,1768475
1768475:21,Čađavica Srednja,mid,1768475
1768475:22,Čardačine,mid,1768475
1768475:23,Čengić,mid,1768475
1768475:24,Ćipirovine,mid,1768475
1768475:25,Dazdarevo,mid,1768475
1768475:26,Dijelovi,mid,1768475
1768475:27,Donji Zagoni,mid,1768475
1768475:28,Dragaljevac Donji,mid,1768475
1768475:29,Dragaljevac Gornji,mid,1768475
1768475:30,Dragaljevac Srednji,mid,1768475
1768475:31,Dvorovi,mid,1768475
1768475:32,Glavičice,mid,1768475
1768475:33,Glavičorak,mid,1768475
1768475:34,Glogovac,mid,1768475
1768475:35,Gojsovac,mid,1768475
1768475:36,Golo Brdo,mid,1768475
1768475:37,Gradac - Stupanj,mid,1768475
1768475:38,Hase,mid,1768475
1768475:39,Janja,mid,1768475
1768475:40,Johovac,mid,1768475
1768475:41,Kacevac,mid,1768475
1768475:42,Kojčinovac,mid,1768475
1768475:43,Kovačići,mid,1768475
1768475:44,Kovanluk,mid,1768475
1768475:45,Kriva Bara,mid,1768475
1768475:46,Ljeljenča,mid,1768475
1768475:47,Ljeskovac,mid,1768475
1768475:48,Magnojević Donji,mid,1768475
1768475:49,Magnojević Gornji,mid,1768475
1768475:50,Magnojević Srednji,mid,1768475
1768475:51,Mala Obarska,mid,1768475
1768475:52,Međaši,mid,1768475
1768475:53,Modran,mid,1768475
1768475:54,Novi,mid,1768475
1768475:55,Novo Naselje,mid,1768475
1768475:56,Novo Selo,mid,1768475
1768475:57,Obrijež,mid,1768475
1768475:58,Ostojićevo,mid,1768475
1768475:59,Patkovača,mid,1768475
1768475:60,Piperci,mid,1768475
1768475:61,Popovi,mid,1768475
1768475:62,Pučile,mid,1768475
1768475:63,Ruhotina,mid,1768475
1768475:64,Slobomir,mid,1768475
1768475:65,Suho Polje,mid,1768475
1768475:66,Triješnica,mid,1768475
1768475:67,Trnjaci,mid,1768475
1768475:68,Velika Obarska,mid,1768475
1768475:69,Velino Selo,mid,1768475
1768475:70,Vršani,mid,1768475
1768475:71,Zagoni,mid,1768475
1771936:4,Naseljeno mjesto,mid,1771936
1771936:5,Bijelo Borje,mid,1771936
1771936:6,Blaža,mid,1771936
1771936:7,Borovičke Njive,mid,1771936
1771936:8,Brda,mid,1771936
1771936:9,Brezik,mid,1771936
1771936:10,Brgule,mid,1771936
1771936:11,Budoželje,mid,1771936
1771936:12,Čamovine,mid,1771936
1771936:13,Ćeće,mid,1771936
1771936:14,Dabravine,mid,1771936
1771936:15,Daštansko,mid,1771936
1771936:16,Debela Međa,mid,1771936
1771936:17,Diknjići,mid,1771936
1771936:18,Donja Borovica,mid,1771936
1771936:19,Donja Vijaka,mid,1771936
1771936:20,Donje Očevlje,mid,1771936
1771936:21,Dragovići,mid,1771936
1771936:22,Draževići,mid,1771936
1771936:23,Duboštica,mid,1771936
1771936:24,Gornja Borovica,mid,1771936
1771936:25,Gornja Vijaka,mid,1771936
1771936:26,Hodžići,mid,1771936
1771936:27,Ivančevo,mid,1771936
1771936:28,Javornik,mid,1771936
1771936:29,Kadarići,mid,1771936
1771936:30,Karići,mid,1771936
1771936:31,Kokoščići,mid,1771936
1771936:32,Kolonija Pržići,mid,1771936
1771936:33,Kolovići,mid,1771936
1771936:34,Kopališta,mid,1771936
1771936:35,Kopijari,mid,1771936
1771936:36,Krčevine,mid,1771936
1771936:37,Kunosići,mid,1771936
1771936:38,Letevci,mid,1771936
1771936:39,Ligatići,mid,1771936
1771936:40,Luke,mid,1771936
1771936:41,Ljepovići,mid,1771936
1771936:42,Mijakovići,mid,1771936
1771936:43,Mir,mid,1771936
1771936:44,Mižnovići,mid,1771936
1771936:45,Mlakve,mid,1771936
1771936:46,Naseoci,mid,1771936
1771936:47,Neprivaj,mid,1771936
1771936:48,Oćevija,mid,1771936
1771936:49,Okruglica,mid,1771936
1771936:50,Orah,mid,1771936
1771936:51,Osoje,mid,1771936
1771936:52,Osredak,mid,1771936
1771936:53,Ostrlja,mid,1771936
1771936:54,Pajtov Han,mid,1771936
1771936:55,Pajtovići,mid,1771936
1771936:56,Planinica,mid,1771936
1771936:57,Pobilje,mid,1771936
1771936:58,Podjavor,mid,1771936
1771936:59,Pogar,mid,1771936
1771936:60,Položac,mid,1771936
1771936:61,Poljanice,mid,1771936
