join_key,mid,excel_count,svg_count,example_excel_sids,example_svg_ids,excel_names,svg_names
1470472|kolakovici,1470472,1,0,1470472:23,,Kolakovići,
1470472|kovacici,1470472,1,0,1470472:24,,Kovačići,
1470472|krajisici,1470472,1,0,1470472:25,,Krajišići,
1470472|krizevici,1470472,1,0,1470472:26,,Križevići,
1470472|krusevo,1470472,1,0,1470472:27,,Kruševo,
1470472|lisci,1470472,1,0,1470472:28,,Lišci,
1470472|magulica,1470472,1,0,1470472:29,,Magulica,
1470472|metilji,1470472,1,0,1470472:30,,Metilji,
1470472|milankovici,1470472,1,0,1470472:31,,Milankovići,
1470472|naseljeno mjesto,1470472,1,0,1470472:4,,Naseljeno mjesto,
1470472|olovo,1470472,1,0,1470472:32,,Olovo,
1470472|olovske luke,1470472,1,0,1470472:33,,Olovske Luke,
1470472|petrovici,1470472,1,0,1470472:34,,Petrovići,
1470472|ponijerka,1470472,1,0,1470472:35,,Ponijerka,
1470472|ponor,1470472,1,0,1470472:36,,Ponor,
1470472|prgosevo,1470472,1,0,1470472:37,,Prgoševo,
1470472|pusino polje,1470472,1,0,1470472:38,,Pušino Polje,
1470472|radacici,1470472,1,0,1470472:39,,Radačići,
1470472|recica,1470472,1,0,1470472:40,,Rečica,
1470472|recice,1470472,1,0,1470472:41,,Rečice,
1470472|rijeka,1470472,1,0,1470472:42,,Rijeka,
1470472|rubinici,1470472,1,0,1470472:43,,Rubinići,
1470472|slivnje,1470472,1,0,1470472:44,,Slivnje,
1470472|solun,1470472,1,0,1470472:45,,Solun,
1470472|stojcici,1470472,1,0,1470472:46,,Stojčići,
1470472|vukotici,1470472,1,0,1470472:47,,Vukotići,
1470472|zeravice,1470472,1,0,1470472:48,,Žeravice,
1470472|zunova,1470472,1,0,1470472:49,,Žunova,
1472746|bajrici,1472746,1,0,1472746:5,,Bajrići,
1472746|brezova kosa,1472746,1,0,1472746:6,,Brezova Kosa,
1472746|bukovica,1472746,1,0,1472746:7,,Bukovica,
1472746|cajici,1472746,1,0,1472746:10,,Čajići,
1472746|cazin,1472746,1,0,1472746:8,,Cazin,
1472746|cehici,1472746,1,0,1472746:12,,Ćehići,
1472746|cizmici,1472746,1,0,1472746:11,,Čizmići,
1472746|coralici,1472746,1,0,1472746:13,,Ćoralići,
1472746|crnaja,1472746,1,0,1472746:9,,Crnaja,
1472746|donja barska,1472746,1,0,1472746:14,,Donja Barska,
1472746|donja koprivna,1472746,1,0,1472746:15,,Donja Koprivna,
1472746|donja lucka,1472746,1,0,1472746:16,,Donja Lučka,
1472746|glogovac,1472746,1,0,1472746:17,,Glogovac,
1472746|gornja barska,1472746,1,0,1472746:18,,Gornja Barska,
1472746|gornja koprivna,1472746,1,0,1472746:19,,Gornja Koprivna,
1472746|gornja lucka,1472746,1,0,1472746:20,,Gornja Lučka,
1472746|gradina,1472746,1,0,1472746:21,,Gradina,
1472746|hadzin potok,1472746,1,0,1472746:22,,Hadžin Potok,
1472746|kapici,1472746,1,0,1472746:23,,Kapići,
1472746|klicici,1472746,1,0,1472746:24,,Kličići,
1472746|kovacevici,1472746,1,0,1472746:25,,Kovačevići,
1472746|krakaca,1472746,1,0,1472746:26,,Krakača,
1472746|krivaja,1472746,1,0,1472746:27,,Krivaja,
1472746|li ani,1472746,1,0,1472746:28,,Liđani,
1472746|liskovac,1472746,1,0,1472746:29,,Liskovac,
1472746|ljubijankici,1472746,1,0,1472746:30,,Ljubijankići,
1472746|majetici,1472746,1,0,1472746:31,,Majetići,
1472746|miostrah,1472746,1,0,1472746:32,,Miostrah,
1472746|mujakici,1472746,1,0,1472746:33,,Mujakići,
1472746|mutnik,1472746,1,0,1472746:34,,Mutnik,
1472746|naseljeno mjesto,1472746,1,0,1472746:4,,Naseljeno mjesto,
1472746|osredak,1472746,1,0,1472746:35,,Osredak,
1472746|ostrozac,1472746,1,0,1472746:36,,Ostrožac,
1472746|ostrozac na uni,1472746,1,0,1472746:37,,Ostrožac na Uni,
1472746|pecigrad,1472746,1,0,1472746:38,,Pećigrad,
1472746|pivnice,1472746,1,0,1472746:39,,Pivnice,
1472746|pjanici,1472746,1,0,1472746:40,,Pjanići,
1472746|podgredina,1472746,1,0,1472746:41,,Podgredina,
1472746|polje,1472746,1,0,1472746:42,,Polje,
1472746|ponjevici,1472746,1,0,1472746:43,,Ponjevići,
1472746|prosici,1472746,1,0,1472746:44,,Prošići,
1472746|rosici,1472746,1,0,1472746:45,,Rošići,
1472746|rujnica,1472746,1,0,1472746:46,,Rujnica,
1472746|skokovi,1472746,1,0,1472746:47,,Skokovi,
1472746|stijena,1472746,1,0,1472746:48,,Stijena,
1472746|sturlic,1472746,1,0,1472746:49,,Šturlić,
1472746|sturlicka platnica,1472746,1,0,1472746:50,,Šturlićka Platnica,
1472746|toromani,1472746,1,0,1472746:51,,Toromani,
1472746|trzac,1472746,1,0,1472746:52,,Tržac,
1472746|trzacka platnica,1472746,1,0,1472746:53,,Tržačka Platnica,
1472746|trzacka rastela,1472746,1,0,1472746:54,,Tržačka Raštela,
1472746|urga,1472746,1,0,1472746:55,,Urga,
1472746|vilenjaca,1472746,1,0,1472746:56,,Vilenjača,
1472746|vrelo,1472746,1,0,1472746:57,,Vrelo,
1472746|zmajevac,1472746,1,0,1472746:58,,Zmajevac,
1472867|blizanci,1472867,1,0,1472867:5,,Blizanci,
1472867|bulozi,1472867,1,0,1472867:6,,Bulozi,
1472867|donje biosko,1472867,1,0,1472867:7,,Donje Biosko,
1472867|donje me use,1472867,1,0,1472867:8,,Donje Međuše,
1472867|dovlici,1472867,1,0,1472867:9,,Dovlići,
1472867|faletici,1472867,1,0,1472867:10,,Faletići,
1472867|gornje biosko,1472867,1,0,1472867:11,,Gornje Biosko,
1472867|gornje me use,1472867,1,0,1472867:12,,Gornje Međuše,
1472867|hresa,1472867,1,0,1472867:13,,Hreša,
1472867|kumane,1472867,1,0,1472867:14,,Kumane,
1472867|lipnik,1472867,1,0,1472867:15,,Lipnik,
1472867|naseljeno mjesto,1472867,1,0,1472867:4,,Naseljeno mjesto,
1472867|njemanica,1472867,1,0,1472867:16,,Njemanica,
1472867|rakova noga,1472867,1,0,1472867:17,,Rakova Noga,
1472867|sarajevo dio stari grad sarajevo,1472867,1,0,1472867:18,,Sarajevo Dio - Stari Grad Sarajevo,
1472867|sirovine,1472867,1,0,1472867:19,,Sirovine,
1472867|sljeme,1472867,1,0,1472867:21,,Šljeme,
1472867|studenkovici,1472867,1,0,1472867:20,,Studenkovići,
1472867|vucja luka,1472867,1,0,1472867:22,,Vučja Luka,
1472867|vuknic,1472867,1,0,1472867:23,,Vuknić,
1475355|ahmovici,1475355,1,0,1475355:5,,Ahmovići,
1475355|akovici,1475355,1,0,1475355:40,,Đakovići,
1475355|bacci,1475355,1,0,1475355:6,,Bačci,
1475355|bahovo,1475355,1,0,1475355:7,,Bahovo,
1475355|bakije,1475355,1,0,1475355:8,,Bakije,
1475355|bare,1475355,1,0,1475355:9,,Bare,
1475355|batkovici,1475355,1,0,1475355:10,,Batkovići,
1475355|bezmilje,1475355,1,0,1475355:11,,Bezmilje,
1475355|biljin,1475355,1,0,1475355:12,,Biljin,
1475355|blagojevici,1475355,1,0,1475355:13,,Blagojevići,
1475355|bogusici,1475355,1,0,1475355:14,,Bogušići,
1475355|borovici,1475355,1,0,1475355:15,,Borovići,
1475355|boskovici,1475355,1,0,1475355:16,,Boškovići,
1475355|brajlovici,1475355,1,0,1475355:17,,Brajlovići,
1475355|bratis,1475355,1,0,1475355:18,,Bratiš,
1475355|brekovi,1475355,1,0,1475355:19,,Brekovi,
1475355|brezje,1475355,1,0,1475355:20,,Brezje,
1475355|brijeg,1475355,1,0,1475355:21,,Brijeg,
1475355|bucje,1475355,1,0,1475355:22,,Bučje,
1475355|budici,1475355,1,0,1475355:23,,Budići,
1475355|butkovici,1475355,1,0,1475355:24,,Butkovići,
1475355|butkovici ilovaca,1475355,1,0,1475355:25,,Butkovići Ilovača,
1475355|catovici,1475355,1,0,1475355:30,,Ćatovići,
1475355|cehajici,1475355,1,0,1475355:31,,Ćehajići,
1475355|citluk,1475355,1,0,1475355:27,,Čitluk,
1475355|covcici,1475355,1,0,1475355:28,,Čovčići,
1475355|crvica,1475355,1,0,1475355:26,,Crvica,
1475355|curovi,1475355,1,0,1475355:29,,Čurovi,
1475355|deseva,1475355,1,0,1475355:32,,Deševa,
1475355|donja brda,1475355,1,0,1475355:33,,Donja Brda,
1475355|donja bukvica,1475355,1,0,1475355:34,,Donja Bukvica,
1475355|donje selo,1475355,1,0,1475355:35,,Donje Selo,
1475355|donji bogovici,1475355,1,0,1475355:36,,Donji Bogovići,
1475355|dragolji,1475355,1,0,1475355:37,,Dragolji,
1475355|ducici,1475355,1,0,1475355:38,,Dučići,
1475355|dzindici,1475355,1,0,1475355:39,,Džindići,
1475355|faocici,1475355,1,0,1475355:41,,Faočići,
1475355|gaj,1475355,1,0,1475355:42,,Gaj,
1475355|glamoc,1475355,1,0,1475355:43,,Glamoč,
1475355|gocela,1475355,1,0,1475355:44,,Gočela,
1475355|gorazde,1475355,1,0,1475355:45,,Goražde,
1475355|gornja brda,1475355,1,0,1475355:46,,Gornja Brda,
1475355|gornja bukvica,1475355,1,0,1475355:47,,Gornja Bukvica,
1475355|gornji bogovici,1475355,1,0,1475355:48,,Gornji Bogovići,
1475355|grabovik,1475355,1,0,1475355:49,,Grabovik,
1475355|gunjacici,1475355,1,0,1475355:50,,Gunjačići,
1475355|gunjevici,1475355,1,0,1475355:51,,Gunjevići,
1475355|gusici,1475355,1,0,1475355:52,,Gusići,
1475355|guskovici,1475355,1,0,1475355:53,,Guskovići,
1475355|hadzici,1475355,1,0,1475355:54,,Hadžići,
1475355|hrancici,1475355,1,0,1475355:55,,Hrančići,
1475355|hubjeri,1475355,1,0,1475355:56,,Hubjeri,
1475355|ilino,1475355,1,0,1475355:57,,Ilino,
1475355|ilovaca,1475355,1,0,1475355:58,,Ilovača,
1475355|jagodici,1475355,1,0,1475355:59,,Jagodići,
1475355|jarovici,1475355,1,0,1475355:60,,Jarovići,
1475355|kalac,1475355,1,0,1475355:61,,Kalac,
1475355|kamen,1475355,1,0,1475355:62,,Kamen,
1475355|karauzovici,1475355,1,0,1475355:63,,Karauzovići,
1475355|karovici,1475355,1,0,1475355:64,,Karovići,
1475355|kazagici,1475355,1,0,1475355:65,,Kazagići,
1475355|knjevici,1475355,1,0,1475355:66,,Knjevići,
1475355|kodzaga polje,1475355,1,0,1475355:67,,Kodžaga Polje,
1475355|kola,1475355,1,0,1475355:68,,Kola,
1475355|kolijevke,1475355,1,0,1475355:69,,Kolijevke,
1475355|kolovarice,1475355,1,0,1475355:70,,Kolovarice,
1475355|konjbaba,1475355,1,0,1475355:71,,Konjbaba,
1475355|konjevici,1475355,1,0,1475355:72,,Konjevići,
1475355|kosace,1475355,1,0,1475355:73,,Kosače,
1475355|kovaci,1475355,1,0,1475355:74,,Kovači,
1475355|kraboris,1475355,1,0,1475355:75,,Kraboriš,
1475355|kreca,1475355,1,0,1475355:76,,Kreča,
1475355|kucine,1475355,1,0,1475355:77,,Kučine,
1475355|kusesi,1475355,1,0,1475355:78,,Kušeši,
1475355|kutjesi,1475355,1,0,1475355:79,,Kutješi,
1475355|laleta,1475355,1,0,1475355:80,,Laleta,
1475355|lukarice,1475355,1,0,1475355:81,,Lukarice,
1475355|markovici,1475355,1,0,1475355:82,,Markovići,
1475355|milanovici,1475355,1,0,1475355:83,,Milanovići,
1475355|mirvici,1475355,1,0,1475355:84,,Mirvići,
1475355|mirvici na podhranjenu,1475355,1,0,1475355:85,,Mirvići na Podhranjenu,
1475355|morinac,1475355,1,0,1475355:86,,Morinac,
1475355|mravi,1475355,1,0,1475355:87,,Mravi,
1475355|mravinjac,1475355,1,0,1475355:88,,Mravinjac,
1475355|mrkovi,1475355,1,0,1475355:89,,Mrkovi,
1475355|naseljeno mjesto,1475355,1,0,1475355:4,,Naseljeno mjesto,
1475355|nekopi,1475355,1,0,1475355:90,,Nekopi,
1475355|odzak,1475355,1,0,1475355:91,,Odžak,
1475355|orahovice,1475355,1,0,1475355:92,,Orahovice,
1475355|orucevac,1475355,1,0,1475355:93,,Oručevac,
1475355|osanica,1475355,1,0,1475355:94,,Osanica,
1475355|osjecani,1475355,1,0,1475355:95,,Osječani,
1475355|ostruzno,1475355,1,0,1475355:96,,Ostružno,
1475355|ozrenovici,1475355,1,0,1475355:97,,Ozrenovići,
1475355|paraun,1475355,1,0,1475355:98,,Paraun,
1475355|perjani,1475355,1,0,1475355:99,,Perjani,
1475355|pijestina,1475355,1,0,1475355:100,,Pijestina,
1475355|pijevac,1475355,1,0,1475355:101,,Pijevac,
1475355|plesi,1475355,1,0,1475355:102,,Plesi,
1475355|podhomara,1475355,1,0,1475355:103,,Podhomara,
1475355|podhranjen,1475355,1,0,1475355:104,,Podhranjen,
1475355|podkozara donja,1475355,1,0,1475355:105,,Podkozara Donja,
1475355|poratak,1475355,1,0,1475355:106,,Poratak,
1475355|potrkusa,1475355,1,0,1475355:107,,Potrkuša,
1475355|prisoje,1475355,1,0,1475355:108,,Prisoje,
1475355|radici,1475355,1,0,1475355:109,,Radići,
1475355|radijevici,1475355,1,0,1475355:110,,Radijevići,
1475355|radovovici,1475355,1,0,1475355:111,,Radovovići,
1475355|raskovici,1475355,1,0,1475355:112,,Raškovići,
1475355|ratkovici,1475355,1,0,1475355:113,,Ratkovići,
1475355|resetnica,1475355,1,0,1475355:114,,Rešetnica,
1475355|ropovici,1475355,1,0,1475355:115,,Ropovići,
1475355|rosijevici,1475355,1,0,1475355:116,,Rosijevići,
1475355|sabanci,1475355,1,0,1475355:123,,Šabanci,
1475355|sasici,1475355,1,0,1475355:124,,Šašići,
1475355|sedlari,1475355,1,0,1475355:117,,Sedlari,
1475355|sehovici,1475355,1,0,1475355:125,,Šehovići,
1475355|semihova,1475355,1,0,1475355:126,,Šemihova,
1475355|sijedac,1475355,1,0,1475355:118,,Sijedac,
1475355|skravnik,1475355,1,0,1475355:119,,Skravnik,
1475355|sofici,1475355,1,0,1475355:120,,Sofići,
1475355|sopotnica,1475355,1,0,1475355:121,,Sopotnica,
1475355|spahovici,1475355,1,0,1475355:122,,Spahovići,
1475355|sucurici,1475355,1,0,1475355:127,,Šućurići,
1475355|tupacici,1475355,1,0,1475355:128,,Tupačići,
1475355|uhotici,1475355,1,0,1475355:129,,Uhotići,
1475355|usanovici,1475355,1,0,1475355:130,,Ušanovići,
1475355|utjesinovici,1475355,1,0,1475355:131,,Utješinovići,
1475355|vitkovici,1475355,1,0,1475355:132,,Vitkovići,
1475355|vlajcici,1475355,1,0,1475355:133,,Vlajčići,
1475355|vranesi,1475355,1,0,1475355:134,,Vraneši,
1475355|vranici,1475355,1,0,1475355:135,,Vranići,
1475355|vranpotok,1475355,1,0,1475355:136,,Vranpotok,
1475355|vrbica,1475355,1,0,1475355:137,,Vrbica,
1475355|vremci,1475355,1,0,1475355:138,,Vremci,
1475355|vucetici,1475355,1,0,1475355:139,,Vučetići,
1475355|zabus,1475355,1,0,1475355:140,,Zabus,
1475355|zavrsje,1475355,1,0,1475355:141,,Završje,
1475355|zigovi,1475355,1,0,1475355:146,,Žigovi,
1475355|zilici,1475355,1,0,1475355:147,,Žilići,
1475355|zorovici,1475355,1,0,1475355:142,,Zorovići,
1475355|zubovici,1475355,1,0,1475355:143,,Zubovići,
1475355|zubovici u oglecevi,1475355,1,0,1475355:144,,Zubovići u Oglečevi,
1475355|zupcici,1475355,1,0,1475355:145,,Zupčići,
1475355|zuzelo,1475355,1,0,1475355:148,,Žuželo,
1487460|batkovici,1487460,1,0,1487460:5,,Batkovići,
1487460|bez e e,1487460,1,0,1487460:6,,Bežđeđe,
1487460|biograd,1487460,1,0,1487460:7,,Biograd,
1487460|bojista,1487460,1,0,1487460:8,,Bojišta,
1487460|borovcici,1487460,1,0,1487460:9,,Borovčići,
1487460|bratac,1487460,1,0,1487460:10,,Bratač,
1487460|budisavlje,1487460,1,0,1487460:11,,Budisavlje,
1487460|cesim,1487460,1,0,1487460:12,,Česim,
1487460|donja bijenja,1487460,1,0,1487460:13,,Donja Bijenja,
1487460|donji drezanj,1487460,1,0,1487460:14,,Donji Drežanj,
1487460|donji lukavac,1487460,1,0,1487460:15,,Donji Lukavac,
1487460|dramisevo,1487460,1,0,1487460:16,,Dramiševo,
1487460|gaj,1487460,1,0,1487460:17,,Gaj,
1487460|gornja bijenja,1487460,1,0,1487460:18,,Gornja Bijenja,
1487460|gornji drezanj,1487460,1,0,1487460:19,,Gornji Drežanj,
1487460|gornji lukavac,1487460,1,0,1487460:20,,Gornji Lukavac,
1487460|grabovica,1487460,1,0,1487460:21,,Grabovica,
1487460|hrusta,1487460,1,0,1487460:22,,Hrušta,
1487460|humcani,1487460,1,0,1487460:23,,Humčani,
1487460|jasena,1487460,1,0,1487460:24,,Jasena,
1487460|jugovici,1487460,1,0,1487460:25,,Jugovići,
1487460|kifino selo,1487460,1,0,1487460:26,,Kifino Selo,
1487460|kljen,1487460,1,0,1487460:27,,Kljen,
1487460|kljuna,1487460,1,0,1487460:28,,Kljuna,
1487460|kovacici,1487460,1,0,1487460:29,,Kovačići,
1487460|krekovi,1487460,1,0,1487460:30,,Krekovi,
1487460|krusevljani,1487460,1,0,1487460:31,,Kruševljani,
1487460|lakat,1487460,1,0,1487460:32,,Lakat,
1487460|luka,1487460,1,0,1487460:33,,Luka,
1487460|miljevac,1487460,1,0,1487460:34,,Miljevac,
1487460|naseljeno mjesto,1487460,1,0,1487460:4,,Naseljeno mjesto,
1487460|nevesinje,1487460,1,0,1487460:35,,Nevesinje,
1487460|odzak,1487460,1,0,1487460:36,,Odžak,
1487460|pluzine,1487460,1,0,1487460:37,,Plužine,
1487460|podgra e,1487460,1,0,1487460:38,,Podgrađe,
1487460|postoljani,1487460,1,0,1487460:39,,Postoljani,
1487460|presjeka,1487460,1,0,1487460:40,,Presjeka,
1487460|pridvorci,1487460,1,0,1487460:41,,Pridvorci,
1487460|prkovici,1487460,1,0,1487460:42,,Prkovići,
1487460|rabina,1487460,1,0,1487460:43,,Rabina,
1487460|rast,1487460,1,0,1487460:44,,Rast,
1487460|rilja,1487460,1,0,1487460:45,,Rilja,
1487460|rogace,1487460,1,0,1487460:46,,Rogače,
1487460|sehovina,1487460,1,0,1487460:51,,Šehovina,
1487460|seljani,1487460,1,0,1487460:47,,Seljani,
1487460|sipacno,1487460,1,0,1487460:52,,Šipačno,
1487460|slato,1487460,1,0,1487460:48,,Slato,
1487460|sopilja,1487460,1,0,1487460:49,,Sopilja,
1487460|studenci,1487460,1,0,1487460:50,,Studenci,
1487460|trusina,1487460,1,0,1487460:53,,Trusina,
1487460|udreznje,1487460,1,0,1487460:54,,Udrežnje,
1487460|zaborani,1487460,1,0,1487460:55,,Zaborani,
1487460|zalom,1487460,1,0,1487460:56,,Zalom,
1487460|zaluzje,1487460,1,0,1487460:57,,Zalužje,
1487460|ziljevo,1487460,1,0,1487460:59,,Žiljevo,
1487460|zovi do,1487460,1,0,1487460:58,,Zovi Do,
1487460|zuberin,1487460,1,0,1487460:60,,Žuberin,
1487779|alibegovci,1487779,1,0,1487779:5,,Alibegovci,
1487779|bejici,1487779,1,0,1487779:6,,Bejići,
1487779|krasevo,1487779,1,0,1487779:7,,Kraševo,
1487779|loncari,1487779,1,0,1487779:8,,Lončari,
1487779|makljenovac,1487779,1,0,1487779:9,,Makljenovac,
1487779|miljanovci,1487779,1,0,1487779:10,,Miljanovci,
1487779|naseljeno mjesto,1487779,1,0,1487779:4,,Naseljeno mjesto,
1487779|novi miljanovci,1487779,1,0,1487779:11,,Novi Miljanovci,
1487779|omanjska,1487779,1,0,1487779:12,,Omanjska,
1487779|sivsa,1487779,1,0,1487779:13,,Sivša,
1487779|srednja omanjska,1487779,1,0,1487779:14,,Srednja Omanjska,
1487779|tesanjka,1487779,1,0,1487779:15,,Tešanjka,
1487779|ularice,1487779,1,0,1487779:16,,Ularice,
1487779|zabljak,1487779,1,0,1487779:17,,Žabljak,
1490866|bajovci,1490866,1,0,1490866:5,,Bajovci,
1490866|bivolje brdo,1490866,1,0,1490866:6,,Bivolje Brdo,
1490866|capljina,1490866,1,0,1490866:8,,Čapljina,
1490866|celjevo,1490866,1,0,1490866:9,,Čeljevo,
1490866|crnici,1490866,1,0,1490866:7,,Crnići,
1490866|doljani,1490866,1,0,1490866:10,,Doljani,
1490866|domanovici,1490866,1,0,1490866:11,,Domanovići,
1490866|dracevo,1490866,1,0,1490866:12,,Dračevo,
1490866|dretelj,1490866,1,0,1490866:13,,Dretelj,
1490866|dubravica,1490866,1,0,1490866:14,,Dubravica,
1490866|gabela,1490866,1,0,1490866:15,,Gabela,
1490866|gnjilista,1490866,1,0,1490866:16,,Gnjilišta,
1490866|gorica,1490866,1,0,1490866:17,,Gorica,
1490866|grabovina,1490866,1,0,1490866:18,,Grabovina,
1490866|hotanj,1490866,1,0,1490866:19,,Hotanj,
1490866|jasenica,1490866,1,0,1490866:20,,Jasenica,
1490866|klepci,1490866,1,0,1490866:21,,Klepci,
1490866|lokve,1490866,1,0,1490866:22,,Lokve,
1490866|naseljeno mjesto,1490866,1,0,1490866:4,,Naseljeno mjesto,
1490866|oplicici,1490866,1,0,1490866:23,,Opličići,
1490866|pocitelj,1490866,1,0,1490866:24,,Počitelj,
1490866|prcavci,1490866,1,0,1490866:25,,Prćavci,
1490866|prebilovci,1490866,1,0,1490866:26,,Prebilovci,
1490866|sevas njive,1490866,1,0,1490866:31,,Ševaš Njive,
1490866|sjekose,1490866,1,0,1490866:27,,Sjekose,
1490866|stanojevici,1490866,1,0,1490866:28,,Stanojevići,
1490866|struge,1490866,1,0,1490866:29,,Struge,
1490866|surmanci,1490866,1,0,1490866:32,,Šurmanci,
1490866|svitava,1490866,1,0,1490866:30,,Svitava,
1490866|tasovcici,1490866,1,0,1490866:33,,Tasovčići,
1490866|trebizat,1490866,1,0,1490866:34,,Trebižat,
1490866|visici,1490866,1,0,1490866:35,,Višići,
1490866|zvirovici,1490866,1,0,1490866:36,,Zvirovići,
1494459|bara,1494459,1,0,1494459:5,,Bara,
1494459|bjelaj,1494459,1,0,1494459:6,,Bjelaj,
1494459|bjelajski vaganac,1494459,1,0,1494459:7,,Bjelajski Vaganac,
1494459|bosanski petrovac,1494459,1,0,1494459:8,,Bosanski Petrovac,
1494459|bravski vaganac,1494459,1,0,1494459:9,,Bravski Vaganac,
1494459|brestovac,1494459,1,0,1494459:10,,Brestovac,
1494459|bukovaca,1494459,1,0,1494459:11,,Bukovača,
1494459|bunara,1494459,1,0,1494459:12,,Bunara,
1494459|busije,1494459,1,0,1494459:13,,Busije,
1494459|cimese,1494459,1,0,1494459:14,,Cimeše,
1494459|dobro selo,1494459,1,0,1494459:15,,Dobro Selo,
1494459|drinic,1494459,1,0,1494459:16,,Drinić,
1494459|janjila,1494459,1,0,1494459:17,,Janjila,
1494459|jasenovac,1494459,1,0,1494459:18,,Jasenovac,
1494459|kapljuh,1494459,1,0,1494459:19,,Kapljuh,
1494459|klenovac,1494459,1,0,1494459:20,,Klenovac,
1494459|kolonic,1494459,1,0,1494459:21,,Kolonić,
1494459|krnja jela,1494459,1,0,1494459:22,,Krnja Jela,
1494459|krnjeusa,1494459,1,0,1494459:23,,Krnjeuša,
1494459|lastve,1494459,1,0,1494459:24,,Lastve,
1494459|medeno polje,1494459,1,0,1494459:25,,Medeno Polje,
1494459|naseljeno mjesto,1494459,1,0,1494459:4,,Naseljeno mjesto,
1494459|orasko brdo,1494459,1,0,1494459:26,,Oraško Brdo,
1494459|ostrelj,1494459,1,0,1494459:27,,Oštrelj,
1494459|podsrnetica,1494459,1,0,1494459:28,,Podsrnetica,
1494459|prkosi,1494459,1,0,1494459:29,,Prkosi,
1494459|rasinovac,1494459,1,0,1494459:30,,Rašinovac,
1494459|revenik,1494459,1,0,1494459:31,,Revenik,
1494459|risovac,1494459,1,0,1494459:32,,Risovac,
1494459|skakavac,1494459,1,0,1494459:33,,Skakavac,
1494459|smoljana,1494459,1,0,1494459:34,,Smoljana,
1494459|suvaja,1494459,1,0,1494459:35,,Suvaja,
1494459|vedro polje,1494459,1,0,1494459:36,,Vedro Polje,
1494459|vo enica,1494459,1,0,1494459:37,,Vođenica,
1494459|vranovina,1494459,1,0,1494459:38,,Vranovina,
1494459|vrtoce,1494459,1,0,1494459:39,,Vrtoče,
1494695|adze,1494695,1,0,1494695:5,,Adže,
1494695|begov han,1494695,1,0,1494695:6,,Begov Han,
1494695|bistrica,1494695,1,0,1494695:7,,Bistrica,
1494695|bljuva,1494695,1,0,1494695:8,,Bljuva,
1494695|brankovici,1494695,1,0,1494695:9,,Brankovići,
1494695|custo brdo,1494695,1,0,1494695:10,,Čusto Brdo,
1494695|debelo brdo,1494695,1,0,1494695:11,,Debelo Brdo,
1494695|donji lug,1494695,1,0,1494695:12,,Donji Lug,
1494695|globarica,1494695,1,0,1494695:13,,Globarica,
1494695|golijesnica,1494695,1,0,1494695:14,,Goliješnica,
1494695|golubinja,1494695,1,0,1494695:15,,Golubinja,
1494695|gornja golubinja,1494695,1,0,1494695:16,,Gornja Golubinja,
1494695|gornja lovnica,1494695,1,0,1494695:17,,Gornja Lovnica,
1494695|gornji lug,1494695,1,0,1494695:18,,Gornji Lug,
1494695|grabovica,1494695,1,0,1494695:19,,Grabovica,
1494695|komsici,1494695,1,0,1494695:20,,Komšići,
1494695|lupoglav,1494695,1,0,1494695:21,,Lupoglav,
1494695|ljeskovica,1494695,1,0,1494695:22,,Ljeskovica,
1494695|ljubatovici,1494695,1,0,1494695:23,,Ljubatovići,
1494695|ljubna,1494695,1,0,1494695:24,,Ljubna,
1494695|matina,1494695,1,0,1494695:25,,Matina,
1494695|mracaj,1494695,1,0,1494695:26,,Mračaj,
1494695|naseljeno mjesto,1494695,1,0,1494695:4,,Naseljeno mjesto,
1494695|orahovica,1494695,1,0,1494695:27,,Orahovica,
1494695|osova,1494695,1,0,1494695:28,,Osova,
1494695|ozimica,1494695,1,0,1494695:29,,Ozimica,
1494695|papratnica,1494695,1,0,1494695:30,,Papratnica,
1494695|pire,1494695,1,0,1494695:31,,Pire,
1494695|ponijevo,1494695,1,0,1494695:32,,Ponijevo,
1494695|radunice,1494695,1,0,1494695:33,,Radunice,
1494695|ravne donje,1494695,1,0,1494695:34,,Ravne Donje,
1494695|ravne gornje,1494695,1,0,1494695:35,,Ravne Gornje,
1494695|seliste,1494695,1,0,1494695:36,,Selište,
1494695|tatarbudzak,1494695,1,0,1494695:37,,Tatarbudžak,
1494695|varosiste,1494695,1,0,1494695:38,,Varošište,
1494695|vasariste,1494695,1,0,1494695:39,,Vašarište,
1494695|viniste,1494695,1,0,1494695:40,,Vinište,
1494695|vitlaci,1494695,1,0,1494695:41,,Vitlaci,
1494695|vrbica,1494695,1,0,1494695:42,,Vrbica,
1494695|zelece,1494695,1,0,1494695:43,,Želeće,
1494695|zeljezno polje,1494695,1,0,1494695:44,,Željezno Polje,
1494695|zepce,1494695,1,0,1494695:45,,Žepče,
1512315|babuljice,1512315,1,0,1512315:5,,Babuljice,
1512315|bajramovici,1512315,1,0,1512315:6,,Bajramovići,
1512315|besirevici,1512315,1,0,1512315:7,,Beširevići,
1512315|blazijevici,1512315,1,0,1512315:8,,Blažijevići,
1512315|bostahovine,1512315,1,0,1512315:9,,Bostahovine,
1512315|bozici,1512315,1,0,1512315:10,,Božići,
1512315|brakovci,1512315,1,0,1512315:11,,Brakovci,
1512315|brezani,1512315,1,0,1512315:13,,Brežani,
1512315|brezovice,1512315,1,0,1512315:12,,Brezovice,
1512315|bucinovici,1512315,1,0,1512315:14,,Bučinovići,
